iter	Quantile:alpha=0.95
144	0.004632984905
145	0.004601832092
146	0.004512955705
147	0.004483644025
148	0.004398313282
149	0.004315542458
150	0.004235254761
151	0.004209305341
152	0.004184134404
153	0.004107788946
154	0.004033733853
155	0.003961900411
156	0.00393961676
157	0.003918001618
158	0.003849640144
159	0.003783329516
160	0.003719008206
161	0.003699872478
162	0.003681310821
163	0.003663306014
164	0.003645841351
165	0.003585644688
166	0.003569212186
167	0.00355327266
168	0.003495853054
169	0.003440156037
170	0.00338612993
171	0.003372018782
172	0.003358330968
173	0.003306759616
174	0.003293880752
175	0.003281388254
176	0.00323212518
177	0.00318434
178	0.003137988373
179	0.003093027299
180	0.003082299566
181	0.003039009154
182	0.00302891543
183	0.002987226542
184	0.002977729357
185	0.002968517087
186	0.00292864015
187	0.00288995952
188	0.002852439309
189	0.002844283754
190	0.002836372865
191	0.002828699303
192	0.002793016899
193	0.002758404966
194	0.002751401513
195	0.002718038042
196	0.002685675476
197	0.002654283786
198	0.00264808368
199	0.002642069576
200	0.002636235896
201	0.002606327395
202	0.002600838485
203	0.002571991905
204	0.00256682739
205	0.002539001143
206	0.002512009685
207	0.002507296171
208	0.002502724063
209	0.002498289118
210	0.002472519019
211	0.002447522024
212	0.002443474369
213	0.002419348714
214	0.002395946827
215	0.002392252642
216	0.002369663637
217	0.002366187778
218	0.002344380719
219	0.002341110283
220	0.002320055549
221	0.002299632458
222	0.00229664762
223	0.002293752327
224	0.002274118331
225	0.002255073354
226	0.002236599727
227	0.002218680309
228	0.002216194023
229	0.002198886776
230	0.002182098746
231	0.002165814357
232	0.0021500185
233	0.002147883441
234	0.002132625511
235	0.002130616634
236	0.002115876708
237	0.002113986555
238	0.002099745532
239	0.002097967088
240	0.002084206649
241	0.00208253331
242	0.002080910172
243	0.002079335728
244	0.002077808517
245	0.002076327123
246	0.002063215882
247	0.002050497979
248	0.002038161614
249	0.002026195339
250	0.002024923215
251	0.002023689255
252	0.002022492313
253	0.00202133128
254	0.002020205078
255	0.002019112662
256	0.002007717856
257	0.001996664894
258	0.001995667875
259	0.001984976413
260	0.001984038318
261	0.001973695742
262	0.001963663443
263	0.001953932113
264	0.001944492723
265	0.001943687149
266	0.001942905742
267	0.001933797143
268	0.001924961802
269	0.001924248634
270	0.00192355686
271	0.001922885839
272	0.001914377838
273	0.001913746474
274	0.001913134052
275	0.001904918604
276	0.001896949619
277	0.001896390678
278	0.001888677531
279	0.001888151623
280	0.001880685648
281	0.001873443652
282	0.00187296367
283	0.001872498087
284	0.001865501718
285	0.00185871524
286	0.001858290315
287	0.001851720179
288	0.001845347147
289	0.001839165306
290	0.00183316892
291	0.001827352426
292	0.001826998476
293	0.001826655144
294	0.001826322112
295	0.001825999071
296	0.001825685722
297	0.001820093723
298	0.001819798893
299	0.001814383499
300	0.001809130567
301	0.001804035223
302	0.001803774212
303	0.001798839559
304	0.001794052946
305	0.001789409931
306	0.001789178859
307	0.00178895472
308	0.001788737305
309	0.001784253759
310	0.001784049193
311	0.001779706291
312	0.001775493676
313	0.001775306974
314	0.001775125873
315	0.001774950205
316	0.001770880273
317	0.001770714987
318	0.00177055466
319	0.001766616593
320	0.001766465742
321	0.001766319415
322	0.001766177479
323	0.001762370728
324	0.001758678179
325	0.001758548638
326	0.001758422982
327	0.001758301097
328	0.001754730637
329	0.001751267292
330	0.00175115605
331	0.001751048145
332	0.001747695274
333	0.00174444299
334	0.001741288274
335	0.001741192747
336	0.001741100085
337	0.001741010204
338	0.001740923019
339	0.001740838449
340	0.001737791869
341	0.001734836687
342	0.00173197016
343	0.001729189629
344	0.001729117006
345	0.001726422069
346	0.001723807981
347	0.001721272315
348	0.001721208022
349	0.001718750355
350	0.001718689863
351	0.00171630774
352	0.001713997081
353	0.001713941871
354	0.001713888318
355	0.001713836371
356	0.001713785982
357	0.001713737105
358	0.001713689694
359	0.001713643706
360	0.001713599097
361	0.001711369697
362	0.00170920718
363	0.001707109538
364	0.001705074825
365	0.001703101154
366	0.001703063996
367	0.001701150649
368	0.001701115688
369	0.00169926079
370	0.00169746154
371	0.001697429631
372	0.001695685316
373	0.00169399333
374	0.001692352103
375	0.001690760113
376	0.001689215883
377	0.00168771798
378	0.001687692199
379	0.00168766719
380	0.001686215748
381	0.001686192218
382	0.001686169393
383	0.001684762885
384	0.00168474141
385	0.001683377741
386	0.001682054982
387	0.001682035382
388	0.00168201637
389	0.001681997928
390	0.001680716564
391	0.001680699212
392	0.001680682381
393	0.001680666054
394	0.001679424646
395	0.00167822048
396	0.001677052439
397	0.001675919439
398	0.001674820429
399	0.00167375439
400	0.001672720332
401	0.001672707536
402	0.001671704883
403	0.001671692844
404	0.001671681166
405	0.001671669838
406	0.00167165885
407	0.001671648191
408	0.001671637853
409	0.001671627824
410	0.001670657563
411	0.001670648127
412	0.001669707257
413	0.001668794612
414	0.001668786001
415	0.001668777647
416	0.001668769544
417	0.001668761685
418	0.001668754061
419	0.001667870012
420	0.001667012485
421	0.001667005527
422	0.001666998778
423	0.001666167388
424	0.001665360939
425	0.001664578685
426	0.001663819898
427	0.001663814102
428	0.001663078252
429	0.001662364478
430	0.001662359188
431	0.001662354057
432	0.001661662008
433	0.001660990722
434	0.001660339573
435	0.001660335031
436	0.001660330624
437	0.001659699279
438	0.001659086874
439	0.001658492841
440	0.00165848894
441	0.001658485157
442	0.001657909175
443	0.001657905615
444	0.00165734702
445	0.00165734367
446	0.001656801933
447	0.001656798782
448	0.001656273392
449	0.001656270426
450	0.001655760887
451	0.001655266633
452	0.001654787208
453	0.001654322165
454	0.001653871073
455	0.001653433547
456	0.001652798696
457	0.00165218289
458	0.001651585559
459	0.001651006148
460	0.001650444119
461	0.001649898951
462	0.001649370137
463	0.001648857189
464	0.001648359628
465	0.001647876995
466	0.00164740884
467	0.001646954731
468	0.001646514244
469	0.001646086972
470	0.001645672518
471	0.001645270498
472	0.001644880539
473	0.001644502278
474	0.001644135365
475	0.001643779459
476	0.001643434231
477	0.001643099359
478	0.001642774534
479	0.001642459453
480	0.001642153825
481	0.001641857366
482	0.0016415698
483	0.001641290862
484	0.001641020291
485	0.001640757838
486	0.001640503258
487	0.001640256316
488	0.001640016782
489	0.001639784434
490	0.001639559056
491	0.00163934044
492	0.001639128382
493	0.001638922686
494	0.001638723161
495	0.001638529621
496	0.001638341888
497	0.001638159787
498	0.001637983149
499	0.00163781181
500	0.001637645611
501	0.001637484398
502	0.001637328021
503	0.001637176336
504	0.001637029201
505	0.001636886481
506	0.001636748042
507	0.001636613756
508	0.001636483498
509	0.001636357149
510	0.00163623459
511	0.001636115708
512	0.001636000392
513	0.001635888535
514	0.001635780035
515	0.001635674789
516	0.001635572701
517	0.001635473675
518	0.00163537762
519	0.001635284447
520	0.001635194069
521	0.001635106402
522	0.001635021366
523	0.00163493888
524	0.001634858869
525	0.001634781258
526	0.001634705976
527	0.001634632952
528	0.001634562119
529	0.001634493411
530	0.001634426764
531	0.001634362116
532	0.001634299408
533	0.001634238581
534	0.001634179579
535	0.001634122347
536	0.001634066832
537	0.001634012983
538	0.001633960749
539	0.001633910082
540	0.001633860935
541	0.001633813262
542	0.001633767019
543	0.001633722164
544	0.001633678655
545	0.00163363645
546	0.001633595512
547	0.001633555802
548	0.001633517284
549	0.001633479921
550	0.001633443678
551	0.001633408523
552	0.001633374423
553	0.001633341346
554	0.001633309261
555	0.001633278138
556	0.00163324795
557	0.001633218666
558	0.001633190262
559	0.001633162709
560	0.001633135984
561	0.001633110059
562	0.001633084913
563	0.001633060521
564	0.001633036861
565	0.00163301391
566	0.001632991648
567	0.001632970054
568	0.001632949108
569	0.00163292879
570	0.001632909082
571	0.001632889965
572	0.001632871421
573	0.001632853434
574	0.001632835986
575	0.001632819062
576	0.001632802646
577	0.001632786722
578	0.001632771276
579	0.001632756293
580	0.001632741759
581	0.001632727662
582	0.001632713987
583	0.001632700723
584	0.001632687857
585	0.001632675377
586	0.001632663271
587	0.001632651528
588	0.001632640137
589	0.001632629089
590	0.001632618371
591	0.001632607976
592	0.001632597892
593	0.00163258811
594	0.001632578623
595	0.001632569419
596	0.001632560492
597	0.001632551833
598	0.001632543433
599	0.001632535286
600	0.001632527382
601	0.001632519716
602	0.00163251228
603	0.001632505067
604	0.001632498071
605	0.001632491284
606	0.001632484701
607	0.001632478315
608	0.001632472121
609	0.001632466113
610	0.001632460285
611	0.001632454632
612	0.001632449148
613	0.001632443829
614	0.00163243867
615	0.001632433665
616	0.00163242881
617	0.001632424101
618	0.001632419534
619	0.001632415103
620	0.001632410805
621	0.001632406637
622	0.001632402593
623	0.00163239867
624	0.001632394866
625	0.001632391175
626	0.001632387595
627	0.001632384123
628	0.001632380755
629	0.001632377487
630	0.001632374318
631	0.001632371244
632	0.001632368262
633	0.00163236537
634	0.001632362564
635	0.001632359842
636	0.001632357202
637	0.001632354642
638	0.001632352158
639	0.001632349749
640	0.001632347411
641	0.001632345145
642	0.001632342946
643	0.001632340813
644	0.001632338744
645	0.001632336737
646	0.00163233479
647	0.001632332902
648	0.001632331329
649	0.001583360191
650	0.001535858187
651	0.001489781242
652	0.001445086608
653	0.001401732812
654	0.001359679629
655	0.001318888043
656	0.001279320204
657	0.0012409394
658	0.001203710021
659	0.001167597521
660	0.001132568398
661	0.001098590148
662	0.001065631245
663	0.001033661108
664	0.001002650077
665	0.0009725693775
666	0.000943391097
667	0.0009150881655
668	0.0008876343219
669	0.0008610040935
670	0.0008351727723
671	0.0008101163904
672	0.0007858116998
673	0.0007622361498
674	0.0007393678659
675	0.0007171856308
676	0.0006956688622
677	0.0006747975975
678	0.0006545524703
679	0.000634914697
680	0.000615866057
681	0.000597388876
682	0.000579466011
683	0.0005620808317
684	0.0005452172073
685	0.0005288594917
686	0.000512992508
687	0.0004976015337
688	0.0004826722882
689	0.0004681909202
690	0.000454143993
691	0.0004405184735
692	0.0004273017193
693	0.0004144814676
694	0.0004020458235
695	0.0003899832487
696	0.000378282551
697	0.0003669328747
698	0.0003559236885
699	0.0003452447781
700	0.0003348862349
701	0.0003248384477
702	0.0003150920941
703	0.0003056381312
704	0.0002964677873
705	0.0002875725537
706	0.0002789441772
707	0.0002705746521
708	0.0002624562127
709	0.0002545813265
710	0.0002469426868
711	0.0002395332064
712	0.0002323460102
713	0.0002253744297
714	0.0002186119971
715	0.0002120524375
716	0.0002056896645
717	0.0001995177746
718	0.0001935310416
719	0.0001877239104
720	0.000182090993
721	0.0001766270634
722	0.0001713270516
723	0.0001661860402
724	0.000161199259
725	0.0001563620813
726	0.000151670019
727	0.0001471187186
728	0.0001427039573
729	0.0001384216386
730	0.0001342677895
731	0.0001302385558
732	0.000126330199
733	0.0001225390931
734	0.0001188617204
735	0.0001152946687
736	0.0001118346288
737	0.0001084783901
738	0.0001052228384
739	0.0001020649533
740	9.900180483e-05
741	9.603055084e-05
742	9.314843448e-05
743	9.035278149e-05
744	8.764099825e-05
745	8.501056843e-05
746	8.245905151e-05
747	7.998408014e-05
748	7.758335791e-05
749	7.525465732e-05
750	7.299581766e-05
751	7.080474324e-05
752	6.867940109e-05
753	6.661781911e-05
754	6.461808467e-05
755	6.267834231e-05
756	6.079679214e-05
757	5.897168858e-05
758	5.720133791e-05
759	5.548409784e-05
760	5.381837497e-05
761	5.220262375e-05
762	5.063534508e-05
763	4.911508476e-05
764	4.764043222e-05
765	4.621001927e-05
766	4.482251876e-05
767	4.347664323e-05
768	4.217114396e-05
769	4.090480969e-05
770	3.967646538e-05
771	3.848497141e-05
772	3.732922231e-05
773	3.620814565e-05
774	3.512070127e-05
775	3.406588027e-05
776	3.304270389e-05
777	3.205022277e-05
778	3.108751609e-05
779	3.015369062e-05
780	2.924787987e-05
781	2.836924347e-05
782	2.751696616e-05
783	2.66902572e-05
784	2.588834949e-05
785	2.511049903e-05
786	2.435598406e-05
787	2.362410456e-05
788	2.291418143e-05
789	2.222555599e-05
790	2.155758932e-05
791	2.090966167e-05
792	2.028117183e-05
793	1.96715367e-05
794	1.908019061e-05
795	1.85065849e-05
796	1.795018737e-05
797	1.741048175e-05
798	1.688696732e-05
799	1.637915831e-05
800	1.588658356e-05
801	1.540878605e-05
802	1.494532247e-05
803	1.449576282e-05
804	1.405968995e-05
805	1.363669925e-05
806	1.322639828e-05
807	1.282840633e-05
808	1.244235414e-05
809	1.206788353e-05
810	1.170464702e-05
811	1.135230761e-05
812	1.101053839e-05
813	1.067902224e-05
814	1.035745158e-05
815	1.004552805e-05
816	9.742962202e-06
817	9.449473335e-06
818	9.164789133e-06
819	8.888645454e-06
820	8.620786098e-06
821	8.360962507e-06
822	8.108933632e-06
823	7.864465626e-06
824	7.627331663e-06
825	7.39731171e-06
826	7.174192359e-06
827	6.957766586e-06
828	6.747833592e-06
829	6.54419859e-06
830	6.346672633e-06
831	6.155072459e-06
832	5.969220288e-06
833	5.788943686e-06
834	5.614075383e-06
835	5.444453131e-06
836	5.27991954e-06
837	5.120321956e-06
838	4.965512303e-06
839	4.815346936e-06
840	4.669686531e-06
841	4.52839594e-06
842	4.39134406e-06
843	4.258403739e-06
844	4.129451632e-06
845	4.004368088e-06
846	3.883037047e-06
847	3.76534594e-06
848	3.651185565e-06
849	3.540450005e-06
850	3.433036508e-06
851	3.328845416e-06
852	3.227780057e-06
853	3.12974666e-06
854	3.034654266e-06
855	2.942414641e-06
856	2.852942205e-06
857	2.766153941e-06
858	2.681969327e-06
859	2.600310252e-06
860	2.521100948e-06
861	2.444267924e-06
862	2.369739891e-06
863	2.297447698e-06
864	2.22732427e-06
865	2.159304544e-06
866	2.093325413e-06
867	2.029325652e-06
868	1.967245884e-06
869	1.907028512e-06
870	1.848617661e-06
871	1.791959133e-06
872	1.73700036e-06
873	1.68369035e-06
874	1.63197964e-06
875	1.581820252e-06
876	1.533165646e-06
877	1.485970677e-06
878	1.440191557e-06
879	1.395785811e-06
880	1.352712237e-06
881	1.31093087e-06
882	1.270402946e-06
883	1.231090859e-06
884	1.192958135e-06
885	1.155969392e-06
886	1.12009031e-06
887	1.085287602e-06
888	1.051528975e-06
889	1.018783107e-06
890	9.870196136e-07
891	9.562090261e-07
892	9.263227551e-07
893	8.973330716e-07
894	8.692130804e-07
895	8.419366884e-07
896	8.154785884e-07
897	7.898142312e-07
898	7.649198042e-07
899	7.407722107e-07
900	7.173490445e-07
901	6.946285737e-07
902	6.725897169e-07
903	6.512120259e-07
904	6.304756656e-07
905	6.103613958e-07
906	5.908505543e-07
907	5.719250375e-07
908	5.535672861e-07
909	5.357602677e-07
910	5.184874598e-07
911	5.017328363e-07
912	4.854808513e-07
913	4.697164258e-07
914	4.544249327e-07
915	4.395921851e-07
916	4.252044195e-07
917	4.112482869e-07
918	3.977108385e-07
919	3.845795136e-07
920	3.718421282e-07
921	3.594868641e-07
922	3.475022582e-07
923	3.358771904e-07
924	3.24600875e-07
925	3.136628485e-07
926	3.030529631e-07
927	2.927613742e-07
928	2.82778533e-07
929	2.730951772e-07
930	2.63702322e-07
931	2.545912522e-07
932	2.457535147e-07
933	2.371809093e-07
934	2.288654817e-07
935	2.20799517e-07
936	2.129755311e-07
937	2.05386265e-07
938	1.98024677e-07
939	1.908839369e-07
940	1.839574187e-07
941	1.772386962e-07
942	1.707215354e-07
943	1.643998893e-07
944	1.582678926e-07
945	1.523198561e-07
946	1.465502603e-07
947	1.409537527e-07
948	1.355251401e-07
949	1.302593861e-07
950	1.251516044e-07
951	1.201970564e-07
952	1.153911447e-07
953	1.107294104e-07
954	1.06207528e-07
955	1.018213022e-07
956	9.756666323e-08
957	9.343966345e-08
958	8.943647354e-08
959	8.555337936e-08
960	8.178677808e-08
961	7.813317478e-08
962	7.458917946e-08
963	7.115150416e-08
964	6.781695908e-08
965	6.458245045e-08
966	6.144497702e-08
967	5.840162783e-08
968	5.544957903e-08
969	5.258609171e-08
970	4.9808509e-08
971	4.711425372e-08
972	4.45008261e-08
973	4.196580132e-08
974	3.950682731e-08
975	3.712162251e-08
976	3.48079739e-08
977	3.256373473e-08
978	3.038682281e-08
979	2.827521817e-08
980	2.622696171e-08
981	2.424015289e-08
982	2.231294835e-08
983	2.044355997e-08
984	1.863025314e-08
985	1.74299737e-08
986	1.630707448e-08
987	1.521786222e-08
988	1.416132635e-08
989	1.313648653e-08
990	1.214239195e-08
991	1.117812017e-08
992	1.024277654e-08
993	9.335493251e-09
994	8.45542843e-09
995	7.601765578e-09
996	6.773712623e-09
997	5.970501219e-09
998	5.191386216e-09
999	4.435644635e-09
